lan,kommun,deso,lannamn,kommunnamn,regso,age,minst_1_dos,2_doser
01,0125,0125A0040,Stockholm,Ekerö,Färingsö omland,65+,90-100,80-90
01,0163,0163C1210,Stockholm,Sollentuna,Landsnora-Kvarnskogen,18-64,80-90,60-70
01,0163,0163C1210,Stockholm,Sollentuna,Landsnora-Kvarnskogen,65+,90-100,90-100
01,0163,0163C1260,Stockholm,Sollentuna,Edsberg,18-64,60-70,40-50
01,0163,0163C1260,Stockholm,Sollentuna,Edsberg,65+,90-100,80-90
01,0160,0160C1090,Stockholm,Täby,Nytorp,18-64,70-80,50-60
01,0160,0160C1090,Stockholm,Täby,Nytorp,65+,80-90,80-90
01,0163,0163C1220,Stockholm,Sollentuna,Häggvik-Klasro,18-64,70-80,60-70
01,0163,0163C1220,Stockholm,Sollentuna,Häggvik-Klasro,65+,90-100,90-100
01,0163,0163C1230,Stockholm,Sollentuna,Landsnora-Kvarnskogen,18-64,80-90,60-70
01,0163,0163C1230,Stockholm,Sollentuna,Landsnora-Kvarnskogen,65+,90-100,90-100
01,0160,0160C1110,Stockholm,Täby,Skarpäng,18-64,90-100,80-90
01,0160,0160C1110,Stockholm,Täby,Skarpäng,65+,90-100,90-100
01,0160,0160C1040,Stockholm,Täby,Näsby Park,18-64,90-100,70-80
01,0160,0160C1040,Stockholm,Täby,Näsby Park,65+,90-100,90-100
01,0160,0160C1120,Stockholm,Täby,Ella Gård,18-64,80-90,70-80
01,0160,0160C1120,Stockholm,Täby,Ella Gård,65+,90-100,90-100
01,0160,0160C1070,Stockholm,Täby,Viggbyholm,18-64,80-90,70-80
01,0160,0160C1070,Stockholm,Täby,Viggbyholm,65+,90-100,90-100
18,1885,1885B2020,Örebro,Lindesberg,Frövi tätort,18-64,70-80,60-70
18,1885,1885B2020,Örebro,Lindesberg,Frövi tätort,65+,90-100,90-100
01,0160,0160C1210,Stockholm,Täby,Ella Park,18-64,90-100,70-80
01,0160,0160C1210,Stockholm,Täby,Ella Park,65+,90-100,90-100
01,0160,0160C1130,Stockholm,Täby,Ella Gård,18-64,80-90,70-80
01,0160,0160C1130,Stockholm,Täby,Ella Gård,65+,90-100,90-100
01,0160,0160C1140,Stockholm,Täby,Täby Park,18-64,80-90,50-60
01,0160,0160C1140,Stockholm,Täby,Täby Park,65+,90-100,90-100
01,0160,0160C1150,Stockholm,Täby,Täby Centrum,18-64,70-80,50-60
01,0160,0160C1150,Stockholm,Täby,Täby Centrum,65+,90-100,90-100
18,1885,1885B2010,Örebro,Lindesberg,Frövi tätort,18-64,70-80,70-80
18,1885,1885B2010,Örebro,Lindesberg,Frövi tätort,65+,90-100,90-100
01,0163,0163C1270,Stockholm,Sollentuna,Edsberg,18-64,60-70,50-60
01,0163,0163C1270,Stockholm,Sollentuna,Edsberg,65+,90-100,80-90
01,0123,0123C1320,Stockholm,Järfälla,Jakobsberg norra,18-64,80-90,60-70
01,0123,0123C1320,Stockholm,Järfälla,Jakobsberg norra,65+,90-100,80-90
25,2580,2580C1160,Norrbotten,Luleå,Hertsön,18-64,80-90,50-60
25,2580,2580C1160,Norrbotten,Luleå,Hertsön,65+,90-100,90-100
01,0160,0160C1170,Stockholm,Täby,Skarpäng,18-64,80-90,70-80
01,0160,0160C1170,Stockholm,Täby,Skarpäng,65+,90-100,90-100
01,0160,0160C1190,Stockholm,Täby,Västra Hägernäs,18-64,80-90,60-70
01,0160,0160C1190,Stockholm,Täby,Västra Hägernäs,65+,90-100,90-100
01,0163,0163C1240,Stockholm,Sollentuna,Häggvik-Klasro,18-64,70-80,60-70
01,0163,0163C1240,Stockholm,Sollentuna,Häggvik-Klasro,65+,90-100,80-90
01,0187,0187C1060,Stockholm,Vaxholm,Resarö östra,18-64,80-90,70-80
01,0187,0187C1060,Stockholm,Vaxholm,Resarö östra,65+,90-100,80-90
01,0160,0160C1160,Stockholm,Täby,Östra Hägernäs,18-64,70-80,50-60
01,0160,0160C1160,Stockholm,Täby,Östra Hägernäs,65+,90-100,90-100
01,0123,0123C1340,Stockholm,Järfälla,Lädersättra,18-64,70-80,50-60
01,0123,0123C1340,Stockholm,Järfälla,Lädersättra,65+,90-100,80-90
01,0163,0163C1390,Stockholm,Sollentuna,Rotsunda,18-64,60-70,40-50
01,0163,0163C1390,Stockholm,Sollentuna,Rotsunda,65+,80-90,80-90
01,0160,0160C1180,Stockholm,Täby,Ella Gård,18-64,80-90,70-80
01,0160,0160C1180,Stockholm,Täby,Ella Gård,65+,90-100,90-100
01,0123,0123C1350,Stockholm,Järfälla,Centrala Kallhäll,18-64,60-70,40-50
01,0123,0123C1350,Stockholm,Järfälla,Centrala Kallhäll,65+,90-100,80-90
01,0123,0123C1330,Stockholm,Järfälla,Bolinder Strand,18-64,80-90,70-80
01,0123,0123C1330,Stockholm,Järfälla,Bolinder Strand,65+,90-100,90-100
01,0160,0160C1220,Stockholm,Täby,Östra Hägernäs,18-64,70-80,50-60
01,0160,0160C1220,Stockholm,Täby,Östra Hägernäs,65+,90-100,80-90
04,0484,0484A0060,Södermanland,Eskilstuna,Sundbyholm-Kjula-Barva,18-64,80-90,70-80
04,0484,0484A0060,Södermanland,Eskilstuna,Sundbyholm-Kjula-Barva,65+,90-100,90-100
01,0160,0160C1200,Stockholm,Täby,Tibble,18-64,70-80,60-70
01,0160,0160C1200,Stockholm,Täby,Tibble,65+,90-100,80-90
01,0123,0123C1360,Stockholm,Järfälla,Centrala Kallhäll,18-64,70-80,50-60
01,0123,0123C1360,Stockholm,Järfälla,Centrala Kallhäll,65+,90-100,80-90
01,0163,0163C1290,Stockholm,Sollentuna,Vaxmora-Väsjön,18-64,80-90,60-70
01,0163,0163C1290,Stockholm,Sollentuna,Vaxmora-Väsjön,65+,90-100,90-100
19,1960,1960A0020,Västmanland,Kungsör,Valskog-Kungs Barkarö,18-64,80-90,60-70
19,1960,1960A0020,Västmanland,Kungsör,Valskog-Kungs Barkarö,65+,90-100,80-90
01,0160,0160C1240,Stockholm,Täby,Västra Hägernäs,18-64,80-90,70-80
01,0160,0160C1240,Stockholm,Täby,Västra Hägernäs,65+,90-100,90-100
17,1780,1780C1430,Värmland,Karlstad,Edsgatan norra-Vallargärdet-Vallargärdets omland,18-64,90-100,80-90
17,1780,1780C1430,Värmland,Karlstad,Edsgatan norra-Vallargärdet-Vallargärdets omland,65+,90-100,90-100
01,0139,0139C1020,Stockholm,Upplands-Bro,Norrboda-Tibble,18-64,60-70,40-50
01,0139,0139C1020,Stockholm,Upplands-Bro,Norrboda-Tibble,65+,90-100,80-90
01,0117,0117C1010,Stockholm,Österåker,Svinninge,18-64,80-90,70-80
01,0117,0117C1010,Stockholm,Österåker,Svinninge,65+,90-100,90-100
01,0163,0163C1300,Stockholm,Sollentuna,Norrviken,18-64,80-90,70-80
01,0163,0163C1300,Stockholm,Sollentuna,Norrviken,65+,90-100,90-100
03,0305,0305C1020,Uppsala,Håbo,Dyarne-Fånäs-Kalmarsand,18-64,70-80,60-70
03,0305,0305C1020,Uppsala,Håbo,Dyarne-Fånäs-Kalmarsand,65+,90-100,90-100
01,0160,0160C1250,Stockholm,Täby,Gribby-Kohagen,18-64,80-90,70-80
01,0160,0160C1250,Stockholm,Täby,Gribby-Kohagen,65+,90-100,90-100
01,0160,0160C1280,Stockholm,Täby,Erikslund,18-64,80-90,70-80
01,0160,0160C1280,Stockholm,Täby,Erikslund,65+,90-100,90-100
01,0163,0163C1360,Stockholm,Sollentuna,Gillbo-Gillberga,18-64,80-90,70-80
01,0163,0163C1360,Stockholm,Sollentuna,Gillbo-Gillberga,65+,90-100,90-100
19,1980,1980C1140,Västmanland,Västerås,Framnäs-Talltorp-Hässlö,18-64,80-90,70-80
19,1980,1980C1140,Västmanland,Västerås,Framnäs-Talltorp-Hässlö,65+,90-100,90-100
19,1980,1980B4010,Västmanland,Västerås,Kvicksund,18-64,80-90,70-80
19,1980,1980B4010,Västmanland,Västerås,Kvicksund,65+,90-100,90-100
01,0160,0160C1290,Stockholm,Täby,Gribby-Kohagen,18-64,60-70,50-60
01,0160,0160C1290,Stockholm,Täby,Gribby-Kohagen,65+,80-90,80-90
19,1983,1983C1040,Västmanland,Köping,Nibblesbacke,18-64,50-60,30-40
19,1983,1983C1040,Västmanland,Köping,Nibblesbacke,65+,90-100,80-90
01,0117,0117C1100,Stockholm,Österåker,Söra,18-64,70-80,50-60
01,0117,0117C1100,Stockholm,Österåker,Söra,65+,90-100,90-100
01,0160,0160C1260,Stockholm,Täby,Ensta,18-64,80-90,70-80
01,0160,0160C1260,Stockholm,Täby,Ensta,65+,90-100,80-90
01,0117,0117C1020,Stockholm,Österåker,Svinninge,18-64,80-90,60-70
01,0117,0117C1020,Stockholm,Österåker,Svinninge,65+,80-90,80-90
01,0163,0163C1330,Stockholm,Sollentuna,Norrviken,18-64,80-90,60-70
01,0163,0163C1330,Stockholm,Sollentuna,Norrviken,65+,90-100,90-100
04,0484,0484A0070,Södermanland,Eskilstuna,Sundbyholm-Kjula-Barva,18-64,80-90,70-80
04,0484,0484A0070,Södermanland,Eskilstuna,Sundbyholm-Kjula-Barva,65+,90-100,90-100
21,2180,2180C1270,Gävleborg,Gävle,Gävle centrum,18-64,80-90,60-70
21,2180,2180C1270,Gävleborg,Gävle,Gävle centrum,65+,90-100,80-90
19,1980,1980C1160,Västmanland,Västerås,Östra hamnen-Öster Mälarstrand,18-64,80-90,60-70
19,1980,1980C1160,Västmanland,Västerås,Östra hamnen-Öster Mälarstrand,65+,90-100,90-100
04,0486,0486A0060,Södermanland,Strängnäs,Strängnäs mälaröar,18-64,70-80,50-60
04,0486,0486A0060,Södermanland,Strängnäs,Strängnäs mälaröar,65+,90-100,90-100
01,0160,0160C1300,Stockholm,Täby,Gribby-Myräng,18-64,80-90,70-80
01,0160,0160C1300,Stockholm,Täby,Gribby-Myräng,65+,90-100,90-100
01,0163,0163C1320,Stockholm,Sollentuna,Viby-Järvafältet,18-64,80-90,70-80
01,0163,0163C1320,Stockholm,Sollentuna,Viby-Järvafältet,65+,90-100,90-100
01,0163,0163C1340,Stockholm,Sollentuna,Viby-Järvafältet,18-64,80-90,70-80
01,0163,0163C1340,Stockholm,Sollentuna,Viby-Järvafältet,65+,80-90,80-90
01,0160,0160C1310,Stockholm,Täby,Gribby-Myräng,18-64,80-90,70-80
01,0160,0160C1310,Stockholm,Täby,Gribby-Myräng,65+,90-100,90-100
01,0117,0117C1060,Stockholm,Österåker,Tuna,18-64,80-90,60-70
01,0117,0117C1060,Stockholm,Österåker,Tuna,65+,90-100,90-100
01,0123,0123C1390,Stockholm,Järfälla,Kolarängen-Villastaden,18-64,60-70,50-60
01,0123,0123C1390,Stockholm,Järfälla,Kolarängen-Villastaden,65+,90-100,90-100
01,0117,0117C1090,Stockholm,Österåker,Margeretelunds centrum,18-64,80-90,60-70
01,0117,0117C1090,Stockholm,Österåker,Margeretelunds centrum,65+,90-100,90-100
01,0163,0163C1280,Stockholm,Sollentuna,Viby-Järvafältet,18-64,80-90,70-80
01,0163,0163C1280,Stockholm,Sollentuna,Viby-Järvafältet,65+,90-100,90-100
01,0163,0163C1350,Stockholm,Sollentuna,Rotebro centrum,18-64,60-70,50-60
01,0163,0163C1350,Stockholm,Sollentuna,Rotebro centrum,65+,80-90,80-90
01,0160,0160C1270,Stockholm,Täby,Vallabrink,18-64,80-90,70-80
01,0160,0160C1270,Stockholm,Täby,Vallabrink,65+,90-100,90-100
21,2180,2180C1310,Gävleborg,Gävle,Norra Brynäs,18-64,60-70,40-50
21,2180,2180C1310,Gävleborg,Gävle,Norra Brynäs,65+,80-90,80-90
01,0139,0139C1010,Stockholm,Upplands-Bro,Centrala Kungsängen,18-64,70-80,50-60
01,0139,0139C1010,Stockholm,Upplands-Bro,Centrala Kungsängen,65+,90-100,80-90
01,0117,0117C1030,Stockholm,Österåker,Brevik-Lervik-Flaxenvik,18-64,80-90,70-80
01,0117,0117C1030,Stockholm,Österåker,Brevik-Lervik-Flaxenvik,65+,90-100,90-100
17,1780,1780A0040,Värmland,Karlstad,Skåre omland,18-64,80-90,70-80
17,1780,1780A0040,Värmland,Karlstad,Skåre omland,65+,90-100,90-100
17,1780,1780A0010,Värmland,Karlstad,Edsvalla-Karlstads västra landsbygd,18-64,80-90,70-80
17,1780,1780A0010,Värmland,Karlstad,Edsvalla-Karlstads västra landsbygd,65+,90-100,90-100
04,0486,0486A0070,Södermanland,Strängnäs,Strängnäs mälaröar,18-64,70-80,60-70
04,0486,0486A0070,Södermanland,Strängnäs,Strängnäs mälaröar,65+,90-100,90-100
03,0380,0380C1990,Uppsala,Uppsala,Västra Svartbäcken-Tuna backar,18-64,90-100,70-80
03,0380,0380C1990,Uppsala,Uppsala,Västra Svartbäcken-Tuna backar,65+,90-100,90-100
03,0381,0381A0080,Uppsala,Enköping,Fjärdhundra,18-64,80-90,60-70
03,0381,0381A0080,Uppsala,Enköping,Fjärdhundra,65+,90-100,90-100
03,0380,0380C2010,Uppsala,Uppsala,Östra Kapellgärdet,18-64,70-80,40-50
03,0380,0380C2010,Uppsala,Uppsala,Östra Kapellgärdet,65+,70-80,60-70
17,1715,1715C1010,Värmland,Kil,Dalliden,18-64,80-90,70-80
17,1715,1715C1010,Värmland,Kil,Dalliden,65+,90-100,90-100
25,2580,2580C1170,Norrbotten,Luleå,Mjölkudden-Munkeberg,18-64,80-90,50-60
25,2580,2580C1170,Norrbotten,Luleå,Mjölkudden-Munkeberg,65+,90-100,90-100
01,0163,0163C1370,Stockholm,Sollentuna,Rotsunda,18-64,70-80,60-70
01,0163,0163C1370,Stockholm,Sollentuna,Rotsunda,65+,80-90,80-90
19,1983,1983C1060,Västmanland,Köping,Östanås-Johannisdal,18-64,70-80,60-70
19,1983,1983C1060,Västmanland,Köping,Östanås-Johannisdal,65+,90-100,90-100
18,1884,1884C1010,Örebro,Nora,Pershyttan-Hitorp,18-64,80-90,70-80
18,1884,1884C1010,Örebro,Nora,Pershyttan-Hitorp,65+,90-100,90-100
19,1983,1983C1020,Västmanland,Köping,Köping sydväst,18-64,70-80,60-70
19,1983,1983C1020,Västmanland,Köping,Köping sydväst,65+,90-100,80-90
01,0117,0117C1040,Stockholm,Österåker,Österskär,18-64,90-100,70-80
01,0117,0117C1040,Stockholm,Österåker,Österskär,65+,90-100,90-100
19,1980,1980C1190,Västmanland,Västerås,Östra Råby-Norra Vetterstorp,18-64,60-70,40-50
19,1980,1980C1190,Västmanland,Västerås,Östra Råby-Norra Vetterstorp,65+,90-100,80-90
19,1983,1983C1010,Västmanland,Köping,Köping västra omland,18-64,70-80,60-70
19,1983,1983C1010,Västmanland,Köping,Köping västra omland,65+,90-100,80-90
01,0160,0160C1330,Stockholm,Täby,Visinge,18-64,80-90,70-80
01,0160,0160C1330,Stockholm,Täby,Visinge,65+,90-100,80-90
03,0380,0380C1180,Uppsala,Uppsala,Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda,18-64,60-70,50-60
03,0380,0380C1180,Uppsala,Uppsala,Mellersta Valsätra-Gottsunda centrum-Östra Gottsunda,65+,90-100,80-90
01,0163,0163C1310,Stockholm,Sollentuna,Vaxmora-Väsjön,18-64,80-90,70-80
01,0163,0163C1310,Stockholm,Sollentuna,Vaxmora-Väsjön,65+,90-100,90-100
01,0117,0117C1070,Stockholm,Österåker,Margeretelunds centrum,18-64,80-90,70-80
01,0117,0117C1070,Stockholm,Österåker,Margeretelunds centrum,65+,90-100,80-90
19,1983,1983C1050,Västmanland,Köping,Köping centrala,18-64,60-70,50-60
19,1983,1983C1050,Västmanland,Köping,Köping centrala,65+,90-100,80-90
01,0139,0139C1030,Stockholm,Upplands-Bro,Lillsjön-Sylta-Ålsta,18-64,80-90,60-70
01,0139,0139C1030,Stockholm,Upplands-Bro,Lillsjön-Sylta-Ålsta,65+,90-100,80-90
17,1715,1715C1020,Värmland,Kil,Lersätter,18-64,80-90,60-70
17,1715,1715C1020,Värmland,Kil,Lersätter,65+,90-100,90-100
01,0163,0163C1380,Stockholm,Sollentuna,Gillbo-Gillberga,18-64,80-90,70-80
01,0163,0163C1380,Stockholm,Sollentuna,Gillbo-Gillberga,65+,90-100,90-100
18,1880,1880A0140,Örebro,Örebro,Ervalla-Ölmbrotorp,18-64,80-90,70-80
18,1880,1880A0140,Örebro,Örebro,Ervalla-Ölmbrotorp,65+,90-100,90-100
19,1983,1983C1030,Västmanland,Köping,Köping sydväst,18-64,80-90,70-80
19,1983,1983C1030,Västmanland,Köping,Köping sydväst,65+,90-100,90-100
19,1983,1983C1070,Västmanland,Köping,Köping centrala,18-64,70-80,50-60
19,1983,1983C1070,Västmanland,Köping,Köping centrala,65+,90-100,90-100
01,0139,0139C1050,Stockholm,Upplands-Bro,Norrboda-Tibble,18-64,70-80,40-50
01,0139,0139C1050,Stockholm,Upplands-Bro,Norrboda-Tibble,65+,90-100,80-90
01,0139,0139C1040,Stockholm,Upplands-Bro,Centrala Kungsängen,18-64,70-80,50-60
01,0139,0139C1040,Stockholm,Upplands-Bro,Centrala Kungsängen,65+,90-100,80-90
17,1780,1780A0030,Värmland,Karlstad,Alster-Skattkärr-Skattkärrs omland,18-64,80-90,80-90
17,1780,1780A0030,Värmland,Karlstad,Alster-Skattkärr-Skattkärrs omland,65+,90-100,90-100
01,0114,0114C1010,Stockholm,Upplands Väsby,Bollstanäs,18-64,70-80,60-70
01,0114,0114C1010,Stockholm,Upplands Väsby,Bollstanäs,65+,90-100,90-100
18,1885,1885A0010,Örebro,Lindesberg,Fellingsbro landsbygd,18-64,70-80,70-80
18,1885,1885A0010,Örebro,Lindesberg,Fellingsbro landsbygd,65+,90-100,80-90
01,0117,0117C1110,Stockholm,Österåker,Norrgårdshöjden,18-64,60-70,40-50
01,0117,0117C1110,Stockholm,Österåker,Norrgårdshöjden,65+,90-100,80-90
18,1884,1884C1030,Örebro,Nora,Nora södra centrum,18-64,70-80,60-70
18,1884,1884C1030,Örebro,Nora,Nora södra centrum,65+,90-100,90-100
01,0117,0117C1140,Stockholm,Österåker,Berga,18-64,70-80,50-60
01,0117,0117C1140,Stockholm,Österåker,Berga,65+,90-100,90-100
01,0117,0117C1130,Stockholm,Österåker,Berga,18-64,70-80,50-60
01,0117,0117C1130,Stockholm,Österåker,Berga,65+,90-100,80-90
01,0117,0117C1120,Stockholm,Österåker,Hacksta-Centrumområdet,18-64,70-80,50-60
01,0117,0117C1120,Stockholm,Österåker,Hacksta-Centrumområdet,65+,90-100,90-100
19,1983,1983C1080,Västmanland,Köping,Skogsborg,18-64,80-90,70-80
19,1983,1983C1080,Västmanland,Köping,Skogsborg,65+,90-100,90-100
03,0380,0380C1920,Uppsala,Uppsala,Norra Sala backe,18-64,80-90,60-70
03,0380,0380C1920,Uppsala,Uppsala,Norra Sala backe,65+,90-100,80-90
03,0380,0380C1960,Uppsala,Uppsala,Östra Gränby-Brillinge,18-64,80-90,60-70
03,0380,0380C1960,Uppsala,Uppsala,Östra Gränby-Brillinge,65+,90-100,90-100
01,0117,0117C1050,Stockholm,Österåker,Täljö-Runö,18-64,70-80,60-70
01,0117,0117C1050,Stockholm,Österåker,Täljö-Runö,65+,90-100,80-90
18,1884,1884C1040,Örebro,Nora,Esstorp-Fibbetorp,18-64,70-80,70-80
18,1884,1884C1040,Örebro,Nora,Esstorp-Fibbetorp,65+,90-100,90-100
01,0114,0114C1030,Stockholm,Upplands Väsby,Bollstanäs,18-64,80-90,60-70
01,0114,0114C1030,Stockholm,Upplands Väsby,Bollstanäs,65+,90-100,90-100
19,1961,1961C1030,Västmanland,Hallstahammar,Surbrunnsvägen-Tuna,18-64,60-70,40-50
19,1961,1961C1030,Västmanland,Hallstahammar,Surbrunnsvägen-Tuna,65+,90-100,80-90
01,0160,0160C1360,Stockholm,Täby,Midgård,18-64,80-90,70-80
01,0160,0160C1360,Stockholm,Täby,Midgård,65+,90-100,80-90
01,0117,0117C1150,Stockholm,Österåker,Berga,18-64,70-80,50-60
01,0117,0117C1150,Stockholm,Österåker,Berga,65+,90-100,90-100
19,1983,1983C1090,Västmanland,Köping,Köping nordväst,18-64,60-70,50-60
19,1983,1983C1090,Västmanland,Köping,Köping nordväst,65+,90-100,80-90
01,0123,0123C1400,Stockholm,Järfälla,Stäket,18-64,70-80,60-70
01,0123,0123C1400,Stockholm,Järfälla,Stäket,65+,80-90,80-90
01,0139,0139C1060,Stockholm,Upplands-Bro,Brunna,18-64,70-80,50-60
01,0139,0139C1060,Stockholm,Upplands-Bro,Brunna,65+,90-100,80-90
01,0160,0160C1340,Stockholm,Täby,Arninge-Ullna,18-64,70-80,60-70
01,0160,0160C1340,Stockholm,Täby,Arninge-Ullna,65+,90-100,80-90
18,1884,1884C1020,Örebro,Nora,Ås-Gyttorp,18-64,70-80,70-80
18,1884,1884C1020,Örebro,Nora,Ås-Gyttorp,65+,90-100,90-100
01,0160,0160C1370,Stockholm,Täby,Byle,18-64,90-100,80-90
01,0160,0160C1370,Stockholm,Täby,Byle,65+,90-100,90-100
01,0160,0160C1380,Stockholm,Täby,Runborg,18-64,80-90,70-80
01,0160,0160C1380,Stockholm,Täby,Runborg,65+,90-100,90-100
01,0114,0114C1060,Stockholm,Upplands Väsby,Runby södra-Ed,18-64,60-70,50-60
01,0114,0114C1060,Stockholm,Upplands Väsby,Runby södra-Ed,65+,80-90,80-90
01,0117,0117C1080,Stockholm,Österåker,Brevik-Lervik-Flaxenvik,18-64,80-90,60-70
01,0117,0117C1080,Stockholm,Österåker,Brevik-Lervik-Flaxenvik,65+,90-100,80-90
18,1883,1883A0030,Örebro,Karlskoga,Karlskoga omland,18-64,80-90,70-80
18,1883,1883A0030,Örebro,Karlskoga,Karlskoga omland,65+,90-100,90-100
01,0139,0139B2030,Stockholm,Upplands-Bro,Centrala Bro,18-64,50-60,30-40
01,0139,0139B2030,Stockholm,Upplands-Bro,Centrala Bro,65+,70-80,70-80
01,0117,0117A0010,Stockholm,Österåker,Rydbo,18-64,80-90,60-70
01,0117,0117A0010,Stockholm,Österåker,Rydbo,65+,90-100,90-100
19,1983,1983C1100,Västmanland,Köping,Köping nordväst,18-64,60-70,50-60
19,1983,1983C1100,Västmanland,Köping,Köping nordväst,65+,90-100,80-90
01,0114,0114C1020,Stockholm,Upplands Väsby,Odenslunda södra-Bredden,18-64,80-90,70-80
01,0114,0114C1020,Stockholm,Upplands Väsby,Odenslunda södra-Bredden,65+,90-100,90-100
19,1983,1983C1110,Västmanland,Köping,Östanås-Johannisdal,18-64,70-80,50-60
19,1983,1983C1110,Västmanland,Köping,Östanås-Johannisdal,65+,90-100,90-100
01,0139,0139B2020,Stockholm,Upplands-Bro,Centrala Bro,18-64,50-60,30-40
01,0139,0139B2020,Stockholm,Upplands-Bro,Centrala Bro,65+,80-90,80-90
01,0139,0139B2050,Stockholm,Upplands-Bro,Centrala Bro,18-64,50-60,40-50
01,0139,0139B2050,Stockholm,Upplands-Bro,Centrala Bro,65+,70-80,70-80
01,0160,0160C1350,Stockholm,Täby,Karlsund,18-64,80-90,70-80
01,0160,0160C1350,Stockholm,Täby,Karlsund,65+,90-100,90-100
18,1884,1884C1050,Örebro,Nora,Nora norra centrum,18-64,80-90,70-80
18,1884,1884C1050,Örebro,Nora,Nora norra centrum,65+,90-100,90-100
03,0380,0380C1440,Uppsala,Uppsala,Sommarro-Kungsgärdet,18-64,90-100,70-80
03,0380,0380C1440,Uppsala,Uppsala,Sommarro-Kungsgärdet,65+,90-100,90-100
01,0114,0114C1070,Stockholm,Upplands Väsby,Odenslunda södra-Bredden,18-64,70-80,60-70
01,0114,0114C1070,Stockholm,Upplands Väsby,Odenslunda södra-Bredden,65+,90-100,90-100
01,0114,0114C1050,Stockholm,Upplands Väsby,Bollstanäs,18-64,80-90,70-80
01,0114,0114C1050,Stockholm,Upplands Väsby,Bollstanäs,65+,90-100,90-100
03,0380,0380C1970,Uppsala,Uppsala,Östra Kapellgärdet,18-64,80-90,50-60
03,0380,0380C1970,Uppsala,Uppsala,Östra Kapellgärdet,65+,90-100,90-100
03,0380,0380C1930,Uppsala,Uppsala,Östra Kapellgärdet,18-64,80-90,50-60
03,0380,0380C1930,Uppsala,Uppsala,Östra Kapellgärdet,65+,80-90,70-80
03,0380,0380C1980,Uppsala,Uppsala,Västra Svartbäcken-Tuna backar,18-64,90-100,70-80
03,0380,0380C1980,Uppsala,Uppsala,Västra Svartbäcken-Tuna backar,65+,90-100,90-100
17,1763,1763C1010,Värmland,Forshaga,Forshaga-Skived,18-64,80-90,70-80
17,1763,1763C1010,Värmland,Forshaga,Forshaga-Skived,65+,90-100,90-100
01,0160,0160C1320,Stockholm,Täby,Vallatorp,18-64,80-90,70-80
01,0160,0160C1320,Stockholm,Täby,Vallatorp,65+,90-100,90-100
01,0117,0117C1170,Stockholm,Österåker,Stava-Smedby-Sjökarby,18-64,80-90,60-70
01,0117,0117C1170,Stockholm,Österåker,Stava-Smedby-Sjökarby,65+,90-100,90-100
01,0114,0114C1040,Stockholm,Upplands Väsby,Smedby södra-Älvsunda,18-64,60-70,50-60
01,0114,0114C1040,Stockholm,Upplands Väsby,Smedby södra-Älvsunda,65+,90-100,80-90
04,0486,0486A0080,Södermanland,Strängnäs,Strängnäs mälaröar,18-64,80-90,60-70
04,0486,0486A0080,Södermanland,Strängnäs,Strängnäs mälaröar,65+,90-100,90-100
19,1984,1984A0010,Västmanland,Arboga,Arboga landsbyggd norr,18-64,80-90,70-80
19,1984,1984A0010,Västmanland,Arboga,Arboga landsbyggd norr,65+,90-100,90-100
01,0117,0117C1180,Stockholm,Österåker,Stava-Smedby-Sjökarby,18-64,80-90,60-70
01,0117,0117C1180,Stockholm,Österåker,Stava-Smedby-Sjökarby,65+,90-100,90-100
17,1763,1763C1020,Värmland,Forshaga,Forshaga-Skived,18-64,90-100,70-80
17,1763,1763C1020,Värmland,Forshaga,Forshaga-Skived,65+,90-100,90-100
01,0139,0139B2010,Stockholm,Upplands-Bro,Rosenängarna-Österhagen,18-64,70-80,60-70
01,0139,0139B2010,Stockholm,Upplands-Bro,Rosenängarna-Österhagen,65+,90-100,80-90
01,0115,0115C1010,Stockholm,Vallentuna,Vallentuna södra tätort,18-64,80-90,70-80
01,0115,0115C1010,Stockholm,Vallentuna,Vallentuna södra tätort,65+,90-100,90-100
01,0139,0139C1070,Stockholm,Upplands-Bro,Brunna,18-64,70-80,60-70
01,0139,0139C1070,Stockholm,Upplands-Bro,Brunna,65+,90-100,90-100
03,0380,0380C1940,Uppsala,Uppsala,Mellersta Sala backe,18-64,70-80,50-60
03,0380,0380C1940,Uppsala,Uppsala,Mellersta Sala backe,65+,80-90,80-90
01,0117,0117C1160,Stockholm,Österåker,Skånsta-Singö,18-64,80-90,60-70
01,0117,0117C1160,Stockholm,Österåker,Skånsta-Singö,65+,90-100,90-100
01,0114,0114C1090,Stockholm,Upplands Väsby,Upplands Väsby centrum-Smedby norra,18-64,60-70,40-50
01,0114,0114C1090,Stockholm,Upplands Väsby,Upplands Väsby centrum-Smedby norra,65+,80-90,80-90
01,0115,0115C1030,Stockholm,Vallentuna,Vallentuna södra tätort,18-64,80-90,60-70
01,0115,0115C1030,Stockholm,Vallentuna,Vallentuna södra tätort,65+,90-100,90-100
18,1885,1885A0060,Örebro,Lindesberg,Storå landsbygd,18-64,70-80,70-80
18,1885,1885A0060,Örebro,Lindesberg,Storå landsbygd,65+,90-100,90-100
01,0114,0114C1100,Stockholm,Upplands Väsby,Odenslunda norra-Frestaby-Ekeby,18-64,70-80,50-60
01,0114,0114C1100,Stockholm,Upplands Väsby,Odenslunda norra-Frestaby-Ekeby,65+,90-100,80-90
01,0114,0114C1120,Stockholm,Upplands Väsby,Vilunda västra,18-64,70-80,50-60
