lan,kommun,deso,lannamn,kommunnamn,regso,age,minst_1_dos,2_doser
14,1480,1480C2850,Västra Götaland,Göteborg,Rambergsstaden mellersta,65+,90-100,80-90
03,0380,0380C1360,Uppsala,Uppsala,Sommarro-Kungsgärdet,18-64,80-90,70-80
03,0380,0380C1360,Uppsala,Uppsala,Sommarro-Kungsgärdet,65+,90-100,90-100
03,0380,0380C1380,Uppsala,Uppsala,Kåbo-Norra Rosendal,18-64,80-90,60-70
03,0380,0380C1380,Uppsala,Uppsala,Kåbo-Norra Rosendal,65+,90-100,90-100
06,0683,0683C1040,Jönköping,Värnamo,Gröndal-Norregård,18-64,70-80,60-70
06,0683,0683C1040,Jönköping,Värnamo,Gröndal-Norregård,65+,90-100,90-100
08,0882,0882B2010,Kalmar,Oskarshamn,Bockara-Påskallavik,18-64,80-90,60-70
08,0882,0882B2010,Kalmar,Oskarshamn,Bockara-Påskallavik,65+,90-100,90-100
06,0683,0683C1030,Jönköping,Värnamo,Vråen-Rörstorp,18-64,60-70,50-60
06,0683,0683C1030,Jönköping,Värnamo,Vråen-Rörstorp,65+,90-100,90-100
06,0683,0683C1050,Jönköping,Värnamo,Centrum-Apladalen,18-64,70-80,60-70
06,0683,0683C1050,Jönköping,Värnamo,Centrum-Apladalen,65+,90-100,90-100
08,0821,0821A0010,Kalmar,Högsby,Långemåla,18-64,60-70,50-60
08,0821,0821A0010,Kalmar,Högsby,Långemåla,65+,90-100,80-90
06,0683,0683C1060,Jönköping,Värnamo,Vråen-Rörstorp,18-64,60-70,50-60
06,0683,0683C1060,Jönköping,Värnamo,Vråen-Rörstorp,65+,90-100,90-100
05,0581,0581C1310,Östergötland,Norrköping,Strömbacken-Berget-Södertull,18-64,70-80,40-50
05,0581,0581C1310,Östergötland,Norrköping,Strömbacken-Berget-Södertull,65+,80-90,80-90
05,0581,0581C1340,Östergötland,Norrköping,Gamla Staden-Centrum,18-64,60-70,40-50
05,0581,0581C1340,Östergötland,Norrköping,Gamla Staden-Centrum,65+,80-90,80-90
08,0821,0821C1010,Kalmar,Högsby,Högsby,18-64,70-80,50-60
08,0821,0821C1010,Kalmar,Högsby,Högsby,65+,90-100,90-100
06,0662,0662B2020,Jönköping,Gislaved,Smålandsstenar östra,18-64,60-70,50-60
06,0662,0662B2020,Jönköping,Gislaved,Smålandsstenar östra,65+,90-100,80-90
06,0662,0662B2030,Jönköping,Gislaved,Smålandsstenar västra,18-64,70-80,50-60
06,0662,0662B2030,Jönköping,Gislaved,Smålandsstenar västra,65+,90-100,90-100
06,0662,0662B4010,Jönköping,Gislaved,Reftele,18-64,60-70,50-60
06,0662,0662B4010,Jönköping,Gislaved,Reftele,65+,90-100,90-100
18,1880,1880C1640,Örebro,Örebro,Lundby,18-64,70-80,60-70
18,1880,1880C1640,Örebro,Örebro,Lundby,65+,90-100,90-100
17,1781,1781C1060,Värmland,Kristinehamn,Broängen-Presterud-Strandudden,18-64,70-80,60-70
17,1781,1781C1060,Värmland,Kristinehamn,Broängen-Presterud-Strandudden,65+,90-100,90-100
06,0683,0683B3010,Jönköping,Värnamo,Bredaryd,18-64,70-80,60-70
06,0683,0683B3010,Jönköping,Värnamo,Bredaryd,65+,90-100,90-100
06,0683,0683C1080,Jönköping,Värnamo,Centrum-Apladalen,18-64,70-80,50-60
06,0683,0683C1080,Jönköping,Värnamo,Centrum-Apladalen,65+,90-100,90-100
06,0683,0683C1090,Jönköping,Värnamo,Trälleborg,18-64,70-80,50-60
06,0683,0683C1090,Jönköping,Värnamo,Trälleborg,65+,80-90,80-90
08,0882,0882C1010,Kalmar,Oskarshamn,Kristineberg-Mysingsö,18-64,70-80,50-60
08,0882,0882C1010,Kalmar,Oskarshamn,Kristineberg-Mysingsö,65+,90-100,90-100
06,0683,0683C1070,Jönköping,Värnamo,Gröndal-Norregård,18-64,80-90,70-80
06,0683,0683C1070,Jönköping,Värnamo,Gröndal-Norregård,65+,90-100,90-100
13,1383,1383A0040,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,18-64,80-90,60-70
13,1383,1383A0040,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,65+,90-100,90-100
05,0580,0580C1440,Östergötland,Linköping,Lilla Torget-Sankt Lars,18-64,80-90,60-70
05,0580,0580C1440,Östergötland,Linköping,Lilla Torget-Sankt Lars,65+,90-100,90-100
05,0580,0580C1560,Östergötland,Linköping,Vasastaden-Hunneberg,18-64,80-90,60-70
05,0580,0580C1560,Östergötland,Linköping,Vasastaden-Hunneberg,65+,90-100,90-100
05,0580,0580C1570,Östergötland,Linköping,Vasastaden-Hunneberg,18-64,80-90,60-70
05,0580,0580C1570,Östergötland,Linköping,Vasastaden-Hunneberg,65+,90-100,90-100
06,0683,0683C1100,Jönköping,Värnamo,Nylund-Duvelund,18-64,80-90,70-80
06,0683,0683C1100,Jönköping,Värnamo,Nylund-Duvelund,65+,90-100,90-100
13,1382,1382A0080,Halland,Falkenberg,Ullared-Inland,18-64,70-80,50-60
13,1382,1382A0080,Halland,Falkenberg,Ullared-Inland,65+,90-100,90-100
13,1382,1382A0070,Halland,Falkenberg,Ullared-Inland,18-64,70-80,60-70
13,1382,1382A0070,Halland,Falkenberg,Ullared-Inland,65+,90-100,90-100
14,1480,1480C1240,Västra Götaland,Göteborg,Ängås,18-64,50-60,30-40
14,1480,1480C1240,Västra Götaland,Göteborg,Ängås,65+,80-90,80-90
14,1487,1487A0050,Västra Götaland,Vänersborg,Dalsland landsbygd,18-64,80-90,60-70
14,1487,1487A0050,Västra Götaland,Vänersborg,Dalsland landsbygd,65+,90-100,90-100
14,1439,1439A0010,Västra Götaland,Färgelanda,Färgelanda södra,18-64,70-80,50-60
14,1439,1439A0010,Västra Götaland,Färgelanda,Färgelanda södra,65+,90-100,90-100
06,0683,0683C1120,Jönköping,Värnamo,Nylund-Duvelund,18-64,70-80,50-60
06,0683,0683C1120,Jönköping,Värnamo,Nylund-Duvelund,65+,90-100,90-100
01,0180,0180C5470,Stockholm,Stockholm,Hässelby Strand,18-64,60-70,40-50
01,0180,0180C5470,Stockholm,Stockholm,Hässelby Strand,65+,90-100,80-90
01,0180,0180C5590,Stockholm,Stockholm,Vällingby,18-64,60-70,40-50
01,0180,0180C5590,Stockholm,Stockholm,Vällingby,65+,80-90,80-90
01,0180,0180C5560,Stockholm,Stockholm,Eneby,18-64,80-90,70-80
01,0180,0180C5560,Stockholm,Stockholm,Eneby,65+,90-100,90-100
06,0683,0683C1110,Jönköping,Värnamo,Gröndal-Norregård,18-64,80-90,60-70
06,0683,0683C1110,Jönköping,Värnamo,Gröndal-Norregård,65+,90-100,90-100
07,0780,0780A0080,Kronoberg,Växjö,Växjö landsbygd,18-64,80-90,50-60
07,0780,0780A0080,Kronoberg,Växjö,Växjö landsbygd,65+,90-100,90-100
06,0662,0662B5010,Jönköping,Gislaved,Burseryd,18-64,70-80,50-60
06,0662,0662B5010,Jönköping,Gislaved,Burseryd,65+,90-100,90-100
13,1383,1383B6010,Halland,Varberg,Tångaberg-Årnäs,18-64,80-90,70-80
13,1383,1383B6010,Halland,Varberg,Tångaberg-Årnäs,65+,90-100,90-100
13,1383,1383C1200,Halland,Varberg,Trönninge-Bläshammar,18-64,80-90,70-80
13,1383,1383C1200,Halland,Varberg,Trönninge-Bläshammar,65+,90-100,90-100
07,0760,0760A0020,Kronoberg,Uppvidinge,Uppvidinge omland,18-64,70-80,50-60
07,0760,0760A0020,Kronoberg,Uppvidinge,Uppvidinge omland,65+,90-100,80-90
06,0683,0683A0030,Jönköping,Värnamo,Värnamo östra,18-64,80-90,60-70
06,0683,0683A0030,Jönköping,Värnamo,Värnamo östra,65+,90-100,90-100
13,1383,1383B6020,Halland,Varberg,Tångaberg-Årnäs,18-64,80-90,70-80
13,1383,1383B6020,Halland,Varberg,Tångaberg-Årnäs,65+,90-100,90-100
08,0861,0861A0030,Kalmar,Mönsterås,Fliseryd omland,18-64,60-70,50-60
08,0861,0861A0030,Kalmar,Mönsterås,Fliseryd omland,65+,90-100,90-100
06,0683,0683A0040,Jönköping,Värnamo,Värnamo västra,18-64,80-90,70-80
06,0683,0683A0040,Jönköping,Värnamo,Värnamo västra,65+,90-100,90-100
13,1383,1383A0050,Halland,Varberg,Hunnestad-Gödestad,18-64,80-90,60-70
13,1383,1383A0050,Halland,Varberg,Hunnestad-Gödestad,65+,90-100,90-100
08,0821,0821A0020,Kalmar,Högsby,Fagerhult,18-64,60-70,50-60
08,0821,0821A0020,Kalmar,Högsby,Fagerhult,65+,80-90,80-90
08,0882,0882C1020,Kalmar,Oskarshamn,Kristineberg-Mysingsö,18-64,70-80,50-60
08,0882,0882C1020,Kalmar,Oskarshamn,Kristineberg-Mysingsö,65+,90-100,90-100
13,1383,1383A0060,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,18-64,70-80,60-70
13,1383,1383A0060,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,65+,90-100,90-100
08,0882,0882C1030,Kalmar,Oskarshamn,Gröndal-Åsa,18-64,60-70,50-60
08,0882,0882C1030,Kalmar,Oskarshamn,Gröndal-Åsa,65+,90-100,90-100
08,0821,0821A0030,Kalmar,Högsby,Högsby omland,18-64,60-70,50-60
08,0821,0821A0030,Kalmar,Högsby,Högsby omland,65+,90-100,80-90
08,0882,0882C1070,Kalmar,Oskarshamn,Oskarshamns centrum,18-64,70-80,50-60
08,0882,0882C1070,Kalmar,Oskarshamn,Oskarshamns centrum,65+,90-100,90-100
08,0882,0882C1050,Kalmar,Oskarshamn,Gröndal-Åsa,18-64,80-90,60-70
08,0882,0882C1050,Kalmar,Oskarshamn,Gröndal-Åsa,65+,90-100,90-100
08,0882,0882C1080,Kalmar,Oskarshamn,Oskarshamns centrum,18-64,70-80,40-50
08,0882,0882C1080,Kalmar,Oskarshamn,Oskarshamns centrum,65+,90-100,90-100
14,1480,1480C1910,Västra Götaland,Göteborg,Majorna Gråberget,18-64,80-90,50-60
14,1480,1480C1910,Västra Götaland,Göteborg,Majorna Gråberget,65+,90-100,90-100
08,0882,0882C1040,Kalmar,Oskarshamn,Döderhult-Svalliden,18-64,80-90,60-70
08,0882,0882C1040,Kalmar,Oskarshamn,Döderhult-Svalliden,65+,90-100,90-100
08,0882,0882C1060,Kalmar,Oskarshamn,Norrtorn-Orrängen,18-64,80-90,60-70
08,0882,0882C1060,Kalmar,Oskarshamn,Norrtorn-Orrängen,65+,90-100,90-100
13,1383,1383B4010,Halland,Varberg,Bua-Värö,18-64,80-90,70-80
13,1383,1383B4010,Halland,Varberg,Bua-Värö,65+,90-100,90-100
08,0882,0882C1100,Kalmar,Oskarshamn,Norrtorn-Orrängen,18-64,70-80,50-60
08,0882,0882C1100,Kalmar,Oskarshamn,Norrtorn-Orrängen,65+,90-100,90-100
01,0180,0180C1830,Stockholm,Stockholm,Långbro,18-64,80-90,70-80
01,0180,0180C1830,Stockholm,Stockholm,Långbro,65+,90-100,90-100
01,0180,0180C1980,Stockholm,Stockholm,Fruängen,18-64,70-80,50-60
01,0180,0180C1980,Stockholm,Stockholm,Fruängen,65+,90-100,80-90
01,0180,0180C2070,Stockholm,Stockholm,Östberga,18-64,70-80,50-60
01,0180,0180C2070,Stockholm,Stockholm,Östberga,65+,80-90,80-90
06,0662,0662C1010,Jönköping,Gislaved,Anderstorp nordsydväst,18-64,60-70,50-60
06,0662,0662C1010,Jönköping,Gislaved,Anderstorp nordsydväst,65+,90-100,90-100
14,1490,1490C1350,Västra Götaland,Borås,Hässleholmen öst norr,18-64,50-60,30-40
14,1490,1490C1350,Västra Götaland,Borås,Hässleholmen öst norr,65+,80-90,80-90
08,0882,0882C1090,Kalmar,Oskarshamn,Döderhult-Svalliden,18-64,80-90,70-80
08,0882,0882C1090,Kalmar,Oskarshamn,Döderhult-Svalliden,65+,90-100,90-100
06,0662,0662C1020,Jönköping,Gislaved,Anderstorp östra,18-64,80-90,60-70
06,0662,0662C1020,Jönköping,Gislaved,Anderstorp östra,65+,90-100,90-100
06,0683,0683A0050,Jönköping,Värnamo,Värnamo västra,18-64,80-90,70-80
06,0683,0683A0050,Jönköping,Värnamo,Värnamo västra,65+,90-100,90-100
08,0882,0882C1110,Kalmar,Oskarshamn,Hummlekärrshult-Mockebo-Saltvik,18-64,70-80,60-70
08,0882,0882C1110,Kalmar,Oskarshamn,Hummlekärrshult-Mockebo-Saltvik,65+,90-100,90-100
06,0662,0662A0020,Jönköping,Gislaved,Broaryd-Gislaved omland,18-64,70-80,60-70
06,0662,0662A0020,Jönköping,Gislaved,Broaryd-Gislaved omland,65+,90-100,90-100
06,0662,0662A0030,Jönköping,Gislaved,Smålandsstenar-Reftele omland,18-64,70-80,60-70
06,0662,0662A0030,Jönköping,Gislaved,Smålandsstenar-Reftele omland,65+,90-100,90-100
09,0980,0980B2010,Gotland,Gotland,Hemse,18-64,70-80,40-50
09,0980,0980B2010,Gotland,Gotland,Hemse,65+,90-100,90-100
06,0662,0662C1040,Jönköping,Gislaved,Gislaved södra,18-64,80-90,60-70
06,0662,0662C1040,Jönköping,Gislaved,Gislaved södra,65+,90-100,90-100
13,1383,1383B3010,Halland,Varberg,Veddige-Derome,18-64,70-80,60-70
13,1383,1383B3010,Halland,Varberg,Veddige-Derome,65+,90-100,90-100
09,0980,0980A0020,Gotland,Gotland,Gotland södra,18-64,80-90,60-70
09,0980,0980A0020,Gotland,Gotland,Gotland södra,65+,90-100,90-100
13,1383,1383B3020,Halland,Varberg,Veddige-Derome,18-64,70-80,50-60
13,1383,1383B3020,Halland,Varberg,Veddige-Derome,65+,90-100,80-90
06,0662,0662C1030,Jönköping,Gislaved,Anderstorp nordsydväst,18-64,70-80,50-60
06,0662,0662C1030,Jönköping,Gislaved,Anderstorp nordsydväst,65+,90-100,80-90
08,0882,0882A0010,Kalmar,Oskarshamn,Bockara-Påskallavik,18-64,70-80,60-70
08,0882,0882A0010,Kalmar,Oskarshamn,Bockara-Påskallavik,65+,90-100,90-100
13,1383,1383A0090,Halland,Varberg,Bua-Värö,18-64,70-80,60-70
13,1383,1383A0090,Halland,Varberg,Bua-Värö,65+,90-100,90-100
06,0662,0662C1050,Jönköping,Gislaved,Gislaved östra,18-64,70-80,50-60
06,0662,0662C1050,Jönköping,Gislaved,Gislaved östra,65+,90-100,80-90
08,0882,0882C1120,Kalmar,Oskarshamn,Hummlekärrshult-Mockebo-Saltvik,18-64,80-90,70-80
08,0882,0882C1120,Kalmar,Oskarshamn,Hummlekärrshult-Mockebo-Saltvik,65+,90-100,90-100
06,0662,0662C1060,Jönköping,Gislaved,Gislaved södra,18-64,70-80,60-70
06,0662,0662C1060,Jönköping,Gislaved,Gislaved södra,65+,90-100,90-100
13,1382,1382A0090,Halland,Falkenberg,Ullared-Inland,18-64,70-80,50-60
13,1382,1382A0090,Halland,Falkenberg,Ullared-Inland,65+,90-100,90-100
06,0662,0662C1070,Jönköping,Gislaved,Gislaved östra,18-64,60-70,50-60
06,0662,0662C1070,Jönköping,Gislaved,Gislaved östra,65+,80-90,80-90
06,0662,0662C1080,Jönköping,Gislaved,Gislaved nordväst,18-64,50-60,30-40
06,0662,0662C1080,Jönköping,Gislaved,Gislaved nordväst,65+,90-100,80-90
06,0617,0617C1030,Jönköping,Gnosjö,Gnosjö tätort,18-64,70-80,60-70
06,0617,0617C1030,Jönköping,Gnosjö,Gnosjö tätort,65+,90-100,90-100
06,0683,0683A0060,Jönköping,Värnamo,Värnamo östra,18-64,70-80,60-70
06,0683,0683A0060,Jönköping,Värnamo,Värnamo östra,65+,90-100,90-100
06,0685,0685B3010,Jönköping,Vetlanda,Landsbro-Myresö,18-64,70-80,60-70
06,0685,0685B3010,Jönköping,Vetlanda,Landsbro-Myresö,65+,90-100,90-100
13,1384,1384B2020,Halland,Kungsbacka,Frillesås,18-64,80-90,60-70
13,1384,1384B2020,Halland,Kungsbacka,Frillesås,65+,90-100,90-100
09,0980,0980A0030,Gotland,Gotland,Gotland södra,18-64,80-90,60-70
09,0980,0980A0030,Gotland,Gotland,Gotland södra,65+,90-100,90-100
06,0617,0617A0010,Jönköping,Gnosjö,Gnosjö landsbygd,18-64,70-80,50-60
06,0617,0617A0010,Jönköping,Gnosjö,Gnosjö landsbygd,65+,90-100,90-100
14,1480,1480C1350,Västra Götaland,Göteborg,Frölunda torg östra,18-64,50-60,30-40
14,1480,1480C1350,Västra Götaland,Göteborg,Frölunda torg östra,65+,80-90,80-90
06,0684,0684B3010,Jönköping,Sävsjö,Stockaryd,18-64,60-70,50-60
06,0684,0684B3010,Jönköping,Sävsjö,Stockaryd,65+,90-100,80-90
08,0860,0860B2010,Kalmar,Hultsfred,Virserums tätort,18-64,60-70,50-60
08,0860,0860B2010,Kalmar,Hultsfred,Virserums tätort,65+,90-100,90-100
06,0662,0662C1090,Jönköping,Gislaved,Gislaved norra,18-64,60-70,50-60
06,0662,0662C1090,Jönköping,Gislaved,Gislaved norra,65+,90-100,90-100
06,0617,0617B2010,Jönköping,Gnosjö,Hillerstorp tätort,18-64,60-70,50-60
06,0617,0617B2010,Jönköping,Gnosjö,Hillerstorp tätort,65+,80-90,80-90
13,1383,1383B5010,Halland,Varberg,Bua-Värö,18-64,80-90,60-70
13,1383,1383B5010,Halland,Varberg,Bua-Värö,65+,90-100,90-100
06,0684,0684A0010,Jönköping,Sävsjö,Sävsjö södra omland,18-64,60-70,50-60
06,0684,0684A0010,Jönköping,Sävsjö,Sävsjö södra omland,65+,90-100,80-90
14,1481,1481C1220,Västra Götaland,Mölndal,Mölndal centrum,18-64,70-80,40-50
14,1481,1481C1220,Västra Götaland,Mölndal,Mölndal centrum,65+,80-90,80-90
03,0381,0381A0090,Uppsala,Enköping,Fjärdhundra,18-64,80-90,60-70
03,0381,0381A0090,Uppsala,Enköping,Fjärdhundra,65+,90-100,90-100
13,1384,1384B2010,Halland,Kungsbacka,Frillesås,18-64,80-90,60-70
13,1384,1384B2010,Halland,Kungsbacka,Frillesås,65+,90-100,90-100
13,1383,1383A0070,Halland,Varberg,Veddige-Derome,18-64,70-80,60-70
13,1383,1383A0070,Halland,Varberg,Veddige-Derome,65+,90-100,90-100
13,1383,1383A0080,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,18-64,80-90,60-70
13,1383,1383A0080,Halland,Varberg,Rolfstorp-Skällinge-Karl Gustav,65+,90-100,90-100
06,0684,0684B2010,Jönköping,Sävsjö,Vrigstad,18-64,70-80,60-70
06,0684,0684B2010,Jönköping,Sävsjö,Vrigstad,65+,90-100,90-100
06,0617,0617C1020,Jönköping,Gnosjö,Gnosjö tätort,18-64,70-80,50-60
06,0617,0617C1020,Jönköping,Gnosjö,Gnosjö tätort,65+,90-100,80-90
14,1480,1480C2170,Västra Götaland,Göteborg,Majorna Hängmattan,18-64,70-80,40-50
14,1480,1480C2170,Västra Götaland,Göteborg,Majorna Hängmattan,65+,80-90,70-80
14,1480,1480C2220,Västra Götaland,Göteborg,Stigberget,18-64,70-80,40-50
14,1480,1480C2220,Västra Götaland,Göteborg,Stigberget,65+,80-90,80-90
06,0617,0617C1010,Jönköping,Gnosjö,Gnosjö tätort,18-64,70-80,60-70
06,0617,0617C1010,Jönköping,Gnosjö,Gnosjö tätort,65+,90-100,80-90
08,0885,0885A0040,Kalmar,Borgholm,Borgholm norra kommundelen,18-64,80-90,70-80
08,0885,0885A0040,Kalmar,Borgholm,Borgholm norra kommundelen,65+,90-100,90-100
13,1384,1384B2040,Halland,Kungsbacka,Åsa,18-64,80-90,60-70
13,1384,1384B2040,Halland,Kungsbacka,Åsa,65+,90-100,90-100
06,0685,0685A0020,Jönköping,Vetlanda,Korsberga-Nye,18-64,80-90,60-70
06,0685,0685A0020,Jönköping,Vetlanda,Korsberga-Nye,65+,90-100,90-100
14,1463,1463B4010,Västra Götaland,Mark,Horred,18-64,60-70,40-50
14,1463,1463B4010,Västra Götaland,Mark,Horred,65+,90-100,90-100
06,0685,0685A0010,Jönköping,Vetlanda,Landsbro-Myresö,18-64,80-90,60-70
06,0685,0685A0010,Jönköping,Vetlanda,Landsbro-Myresö,65+,90-100,90-100
08,0860,0860B3010,Kalmar,Hultsfred,Målilla-Gårdveda-Rosenfors-Ämmenäs tätort,18-64,60-70,50-60
08,0860,0860B3010,Kalmar,Hultsfred,Målilla-Gårdveda-Rosenfors-Ämmenäs tätort,65+,80-90,80-90
09,0980,0980A0050,Gotland,Gotland,Gotland södra,18-64,80-90,50-60
09,0980,0980A0050,Gotland,Gotland,Gotland södra,65+,80-90,80-90
06,0684,0684C1010,Jönköping,Sävsjö,Sävsjö sydöst,18-64,60-70,40-50
06,0684,0684C1010,Jönköping,Sävsjö,Sävsjö sydöst,65+,80-90,80-90
08,0860,0860A0010,Kalmar,Hultsfred,Mörlunda tätort-landsbygd,18-64,70-80,60-70
08,0860,0860A0010,Kalmar,Hultsfred,Mörlunda tätort-landsbygd,65+,80-90,80-90
14,1465,1465A0010,Västra Götaland,Svenljunga,Kindaholm,18-64,70-80,50-60
14,1465,1465A0010,Västra Götaland,Svenljunga,Kindaholm,65+,90-100,90-100
13,1384,1384B2030,Halland,Kungsbacka,Åsa,18-64,80-90,60-70
13,1384,1384B2030,Halland,Kungsbacka,Åsa,65+,90-100,90-100
06,0685,0685A0030,Jönköping,Vetlanda,Korsberga-Nye,18-64,70-80,60-70
06,0685,0685A0030,Jönköping,Vetlanda,Korsberga-Nye,65+,90-100,90-100
14,1480,1480C2450,Västra Götaland,Göteborg,Lunden östra-Härlanda,18-64,80-90,50-60
14,1480,1480C2450,Västra Götaland,Göteborg,Lunden östra-Härlanda,65+,90-100,90-100
06,0685,0685C1010,Jönköping,Vetlanda,Vetlanda-Bäckseda,18-64,80-90,70-80
06,0685,0685C1010,Jönköping,Vetlanda,Vetlanda-Bäckseda,65+,90-100,90-100
06,0684,0684C1020,Jönköping,Sävsjö,Sävsjö väst,18-64,70-80,50-60
06,0684,0684C1020,Jönköping,Sävsjö,Sävsjö väst,65+,90-100,90-100
06,0684,0684C1030,Jönköping,Sävsjö,Sävsjö nordöst,18-64,70-80,50-60
06,0684,0684C1030,Jönköping,Sävsjö,Sävsjö nordöst,65+,90-100,90-100
08,0882,0882B3010,Kalmar,Oskarshamn,Kristdala-Fårbo-Figeholm,18-64,70-80,60-70
08,0882,0882B3010,Kalmar,Oskarshamn,Kristdala-Fårbo-Figeholm,65+,90-100,80-90
06,0685,0685A0040,Jönköping,Vetlanda,Landsbro-Myresö,18-64,70-80,50-60
06,0685,0685A0040,Jönköping,Vetlanda,Landsbro-Myresö,65+,90-100,90-100
09,0980,0980A0040,Gotland,Gotland,Gotland södra,18-64,80-90,60-70
09,0980,0980A0040,Gotland,Gotland,Gotland södra,65+,90-100,90-100
14,1480,1480C2910,Västra Götaland,Göteborg,Bagaregården,18-64,70-80,40-50
14,1480,1480C2910,Västra Götaland,Göteborg,Bagaregården,65+,90-100,80-90
14,1402,1402C1130,Västra Götaland,Partille,Furuskog-Skulltorp,18-64,70-80,50-60
14,1402,1402C1130,Västra Götaland,Partille,Furuskog-Skulltorp,65+,90-100,90-100
06,0685,0685C1030,Jönköping,Vetlanda,Vetlanda-Upplanda,18-64,50-60,40-50
06,0685,0685C1030,Jönköping,Vetlanda,Vetlanda-Upplanda,65+,80-90,80-90
13,1384,1384B2050,Halland,Kungsbacka,Ölmanäs,18-64,80-90,70-80
13,1384,1384B2050,Halland,Kungsbacka,Ölmanäs,65+,90-100,90-100
06,0685,0685C1020,Jönköping,Vetlanda,Vetlanda-Tomaslunden,18-64,70-80,60-70
06,0685,0685C1020,Jönköping,Vetlanda,Vetlanda-Tomaslunden,65+,90-100,90-100
06,0685,0685C1040,Jönköping,Vetlanda,Vetlanda-Centrum,18-64,70-80,60-70
06,0685,0685C1040,Jönköping,Vetlanda,Vetlanda-Centrum,65+,90-100,90-100
13,1384,1384A0010,Halland,Kungsbacka,Frillesås-Gällinge omland,18-64,70-80,60-70
13,1384,1384A0010,Halland,Kungsbacka,Frillesås-Gällinge omland,65+,90-100,90-100
14,1463,1463A0010,Västra Götaland,Mark,Horred omland,18-64,60-70,40-50
14,1463,1463A0010,Västra Götaland,Mark,Horred omland,65+,90-100,80-90
06,0685,0685C1050,Jönköping,Vetlanda,Vetlanda-Brunnsgård,18-64,70-80,60-70
06,0685,0685C1050,Jönköping,Vetlanda,Vetlanda-Brunnsgård,65+,90-100,90-100
13,1384,1384C1010,Halland,Kungsbacka,Västra Onsala,18-64,80-90,70-80
13,1384,1384C1010,Halland,Kungsbacka,Västra Onsala,65+,90-100,90-100
09,0980,0980B3010,Gotland,Gotland,Klintehamn,18-64,80-90,50-60
09,0980,0980B3010,Gotland,Gotland,Klintehamn,65+,90-100,90-100
14,1499,1499C1050,Västra Götaland,Falköping,Falköping östra stad,18-64,60-70,40-50
14,1499,1499C1050,Västra Götaland,Falköping,Falköping östra stad,65+,90-100,90-100
13,1384,1384C1020,Halland,Kungsbacka,Västra Onsala,18-64,80-90,70-80
13,1384,1384C1020,Halland,Kungsbacka,Västra Onsala,65+,90-100,90-100
06,0685,0685B4010,Jönköping,Vetlanda,Holsby-Kvillsfors,18-64,70-80,60-70
06,0685,0685B4010,Jönköping,Vetlanda,Holsby-Kvillsfors,65+,90-100,90-100
08,0882,0882A0020,Kalmar,Oskarshamn,Kristdala-Fårbo-Figeholm,18-64,70-80,60-70
08,0882,0882A0020,Kalmar,Oskarshamn,Kristdala-Fårbo-Figeholm,65+,90-100,90-100
14,1463,1463A0020,Västra Götaland,Mark,Svansjö,18-64,70-80,50-60
14,1463,1463A0020,Västra Götaland,Mark,Svansjö,65+,90-100,90-100
14,1485,1485C1240,Västra Götaland,Uddevalla,Norra Dalaberg-Norra Hovhult,18-64,40-50,30-40
14,1485,1485C1240,Västra Götaland,Uddevalla,Norra Dalaberg-Norra Hovhult,65+,80-90,80-90
14,1487,1487A0010,Västra Götaland,Vänersborg,Väneryr-Hol,18-64,80-90,60-70
14,1487,1487A0010,Västra Götaland,Vänersborg,Väneryr-Hol,65+,90-100,90-100
13,1384,1384C1030,Halland,Kungsbacka,Östra Onsala,18-64,80-90,70-80
13,1384,1384C1030,Halland,Kungsbacka,Östra Onsala,65+,90-100,90-100
05,0581,0581C1350,Östergötland,Norrköping,Djäknepark-Gustav Adolf,18-64,70-80,50-60
05,0581,0581C1350,Östergötland,Norrköping,Djäknepark-Gustav Adolf,65+,90-100,80-90
05,0581,0581C1360,Östergötland,Norrköping,Sydöstra Nordantill,18-64,80-90,60-70
05,0581,0581C1360,Östergötland,Norrköping,Sydöstra Nordantill,65+,90-100,90-100
06,0685,0685C1070,Jönköping,Vetlanda,Vetlanda-Mellangården,18-64,70-80,60-70
06,0685,0685C1070,Jönköping,Vetlanda,Vetlanda-Mellangården,65+,90-100,90-100
